./entrail -a jhu.nii jhu.trk.gz

should generate

Atlas jhu.nii
Track jhu.trk.gz
Fibers within regions 62248 (of total 119360)
0	0	13	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	5	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	2	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	4	0	0	0	4	0	2	0	11	0	0	0	4	0	8	0	5	0	2	0	18	0	0	0	0	0	0	0	1	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	6	5	0	5	0	0	0	6	0	0	0	2	0	0	0	13	0	21	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	6	0	0	0	3	0	13	11	1	0	0	0	0	0	0	3	2	0	3	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	8	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	2	0	0	0	1	0	0	0	0	0	0	4	1	0	16	0	0	0	1	0	5	0	0	0	0	2	0	3	0	0	0	0	0	0	1	0	1	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
13	6	83	26	67	7	9	0	28	31	4	0	15	4	0	0	14	6	23	5	94	11	0	0	0	0	6	0	0	0	0	0	64	3	0	0	0	0	0	0	0	0	0	0	1	3	0	0	12	16	52	2	128	64	12	3	186	17	196	48	47	10	1	0	4	0	46	20	107	22	14	0	0	0	21	8	54	2	67	33	14	14	132	21	10	0	4	0	2	1	0	0	0	0	13	133	11	4	11	7	13	1	36	1	4	1	1	0	0	0	1	0	0	0	0	0	130	30	41	0	1	0	51	5	50	11	46	5	2	0	55	3	42	16	13	0	32	5	43	2	7	0	17	12	2	1	2	6	50	20	5	0	1	0	6	0	0	0	4	0	0	0	1	0	0	0	0	0	0	3	45	19	14	0	0	4	0	0	0	3	3	15	0	0	0	3	0	0	0
0	5	26	77	10	36	0	2	7	108	0	0	0	25	0	4	0	119	1	95	1	94	0	0	0	2	0	2	0	0	0	0	3	25	0	1	0	11	0	0	0	2	0	4	0	19	0	4	0	159	0	58	24	182	0	60	37	93	25	137	3	8	0	2	0	2	3	32	20	42	5	53	0	26	0	30	13	64	17	35	4	19	46	112	0	0	0	0	0	3	0	0	0	1	178	7	0	40	3	9	0	12	0	14	0	19	0	2	0	0	0	3	0	2	0	0	19	127	0	45	0	2	27	55	0	16	14	40	0	2	5	35	6	72	1	14	2	23	5	31	2	15	0	38	1	2	0	43	0	39	0	26	0	9	0	1	0	1	0	11	0	0	0	0	0	0	0	0	1	0	7	2	0	0	0	20	14	14	1	16	6	0	5	0	0	0	1	0	5
6	0	67	10	6	9	10	0	9	5	0	0	0	0	1	0	0	2	7	5	10	7	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	15	7	0	32	25	5	0	59	3	38	23	5	0	2	0	2	0	4	6	45	7	3	0	0	1	3	3	24	0	14	18	6	1	30	30	0	0	1	0	0	0	0	0	0	0	9	26	4	5	5	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	27	16	6	0	3	0	7	15	5	1	3	3	0	0	7	1	13	0	2	0	4	0	11	2	9	0	1	1	1	3	4	3	4	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	7	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0
0	5	7	36	9	10	0	2	0	21	0	0	0	7	0	3	0	53	0	15	3	16	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	1	7	9	0	0	0	34	0	12	22	50	0	18	27	49	50	51	11	9	0	1	1	1	0	3	1	26	1	9	0	5	3	11	10	22	25	17	3	4	23	46	0	6	3	2	0	2	0	0	0	5	47	4	10	14	0	16	0	1	4	3	0	0	0	3	0	0	0	0	0	0	0	0	7	51	0	4	0	0	1	10	0	5	1	22	0	0	10	10	2	19	0	5	0	9	0	7	4	14	0	6	0	2	1	11	0	5	0	2	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	12	6	4	1	2	0	0	0	0	1	0	0	0	0
0	0	9	0	10	0	3	0	8	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	21	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0	4	0	0	0	0	0	3	0	4	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	2	0	2	0	2	0	59	0	5	0	0	0	8	0	8	0	2	0	0	0	3	0	4	0	0	0	3	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	7	0	59	0	8	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	12	0	3	0	3	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	44	0	2	0	0	0	0	0	2	0	2	0	0	0	5	0	6	0	18	0	0	0	0	0	3	0	0	0	1	0	15	0	3	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	9	0	0	0	0
3	0	28	7	9	0	8	0	9	2	34	0	17	0	15	0	21	0	0	0	8	0	0	0	0	0	0	0	11	0	3	0	2	0	5	0	1	0	0	0	0	0	0	0	2	1	0	0	14	0	10	0	69	0	11	0	32	10	34	1	3	2	0	0	0	0	4	1	3	0	13	0	2	0	5	0	1	0	20	0	0	0	13	1	0	0	0	0	1	0	0	0	0	0	0	14	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	22	3	9	0	4	0	2	0	1	9	15	12	0	0	7	0	32	2	3	0	19	0	0	0	0	0	9	0	3	0	17	0	12	0	4	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	3	0	9	0	3	0	0	0
0	6	31	108	5	21	0	59	2	141	0	55	1	96	0	108	0	99	1	27	10	27	0	34	0	72	0	15	0	56	0	29	1	29	0	106	0	53	0	18	0	3	0	17	0	9	0	1	1	163	0	72	15	332	1	150	20	33	30	56	1	2	0	0	1	0	0	9	8	49	0	114	0	8	0	25	0	48	1	46	2	5	25	53	1	0	0	1	0	3	0	0	0	0	83	6	0	19	3	6	0	1	1	2	0	0	0	1	0	0	0	1	0	0	0	0	6	59	0	94	0	27	22	6	0	25	1	46	0	3	2	22	2	18	0	43	0	80	3	17	4	7	0	16	0	0	0	63	0	109	0	29	0	10	0	24	0	5	0	1	0	1	0	3	0	0	0	0	0	0	9	0	0	0	0	23	22	13	3	1	2	0	51	0	58	0	56	0	40
